Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Lieske,2778,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Lieske,Lieske,"Site of the largest fortified coaching inn in Talabecland outside of Talabheim itself, Lieske is also the unofficial southern headquarters for a large contingent of roadwardens, who patrol from Talabheim to the Stir to keep the Old Forest Road safe. The inn, the ""Taal's Bowers,"" has a half-dozen jail cells in its barn and a gallows in the yard, allowing justice to be effected on the spot. The roadwarden captain, Jörg Schmidt, will hold trials in the common room, drafting inn guests as jurors, if need be.",https://static.wikia.nocookie.net/warhammerfb/images/9/9a/Lieske.png/revision/latest?cb=20180831181248
Lochrafurt,1013,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Missen,265,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Nadjagard,985,,,"""source:NCC""",,,Talabecland,,,,,,,,,
Obelheim,1033,,,,,,Talabecland,,,,,,,,,
Ossino,1360,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Prelbau,919,,,,,,Talabecland,,,,,,,,,
Priestlicheim,453,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Priestlicheim,Priestlicheim,"Priestlicheim is an Imperial settlement in Talabecland that is home to a large Sigmarite monastery, the Temple of Leopold the Hammer of Faith, separated from the Barren Hills by a stretch of the Great Forest. The Sigmarite brothers here are dedicated to the study and eventual eradication of whatever curses the Barren Hills.",
Radische,469,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Rangenhof,476,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Ravenstein,1976,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Reuwerk,1017,,,,,,Talabecland,,,,,,,,,
Ripdorf,525,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Rotha,243,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Sabritz,239,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Sachburich,463,,,,,,Talabecland,,,,,,,,,
Sarno,539,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Schwitmund,483,,,,,,Talabecland,,,,,,,,,
Sprötau,1635,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Stratenheim,1537,,,,,,Talabecland,,,,,,,,,
Sudenheim,235,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Sumpfrand,1009,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Sydow,526,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Taalford,1073,,,,,,Talabecland,,,,,,,,,
Talabheim,129550,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Talabheim,Talabheim,"Talabheim, known in ancient times as Taalaheim which means ""Taal's Victory"", is an Imperial city-state and the capital city of the Grand Duchy of Talabecland. It is one of the great cities of the Empire of Man and is the largest city in the eastern Empire. Talabheim lies deep within the Great Forest of the Empire, and as such earned its nickname as the "" Eye of the Forest "", for like the eye of a mighty storm, the city is built within a great, shallow crater deep in the forest, an island of calm amidst the surrounding danger.",https://static.wikia.nocookie.net/warhammerfb/images/8/80/Warhammer_Talabheim.gif/revision/latest?cb=20170208041001
Talagaad,13251,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Talagaad,Talagaad,"Talagaad, the adjacent town that serves as Talabheim 's port from outside the city-state's crater on the River Talabec. Talagaad, also spelled Taalagad or Talagad, is perhaps the largest and most important settlement claimed by the city-state of Talabheim in Talabecland. It is, in effect, Talabheim's port, and all river trade to the city-state passes through Talagaad's docks.",https://static.wikia.nocookie.net/warhammerfb/images/f/fa/Warhammer_Talagraad.png/revision/latest?cb=20170208213333
Telnitz,925,,,,,,Talabecland,,,,,,,,,
Teupitz,526,,,,,,Talabecland,,,,,,,,,
Torpin,1587,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Trautenau,961,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Uckrofurt,1386,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Unterbaum,260,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Urhausen,331,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Vateresche,212,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Viernau,544,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Volgen,6395,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Waldfährt,515,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Wargheim,1026,,,,,,Talabecland,,,,,,,,,
Welleborn,486,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Werder,481,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Wiedebach,1051,,,,,,Talabecland,,,,,,,,,
Zeder,1019,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Zurin,2705,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Zützen,256,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Achtenhof,465,,,,,,Wissenland,,,,,,,,,
Althausen,1608,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Ambosstein,788,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Ambosstein,Ambosstein,Ambosstein is an empire village in Wissenland with a population of 80 people. 1,
Armedorf,512,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Arschel,441,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Auggen,510,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Barlegger,919,,,,,,Wissenland,,,,,,,,,
Bernau,468,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Besigbach,548,,,,,,Wissenland,,,,,,,,,
Biberdorf,371,,,"""source:2eSH""",,,Reikland,,,,,,,,,
Bleichdorf,299,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Brandtstadt,492,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Braundorf,1233,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Dawiburg,1009,,,,,,Wissenland,,,,,,,,,
Diehlendorf,927,,,,,,Wissenland,,,,,,,,,
Dotternbach,1390,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Dotternbach,Dotternbach,"Dotternbach is an Imperial village located upriver from the Wissenland provincial capital of Wissenburg along the River Weiss, past Weningen. Formerly unremarkable save for a fine wool produced by local shepherds and the thriving wool trade that resulted, Dotternbach became famous when a team from the University of Nuln found pre- Sigmar cairns and tombs in overgrown gorges deep in the foothills. The news inspired a rush of treasure-seekers, and claim-jumping has become a problem.",https://static.wikia.nocookie.net/warhammerfb/images/3/3f/Dotternbach_map.png/revision/latest?cb=20230626141131
Durbheim,487,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Ebersteig,498,,,,,,Wissenland,,,,,,,,,
Eigenhof,521,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Elzach,992,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Elzerstadt,495,,,,,,Wissenland,,,,,,,,,
Eschedorf,612,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Faden,452,,,,,,Wissenland,,,,,,,,,
Florgau,494,,,,,,Wissenland,,,,,,,,,
Flourin,1012,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Furtzhausen,406,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Furtzhausen,Furtzhausen,"Furtzhausen is an empire village in Wissenland, with a population of 74 people. 2 Other sources place it in Stirland. 1",
Geschburg,5619,,,"""source:2eSH; source:4eAotE1""",,,Wissenland,,,,,,,,,
Grauenfurt,516,,,,,,Wissenland,,,,,,,,,
Haigerbach,531,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Halstadt,458,,,,,,Wissenland,,,,,,,,,
Hasthal,489,,,,,,Wissenland,,,,,,,,,
Hausern,521,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Heisenberg,543,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Hendorf,1372,,,,,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Hendorf,Hendorf,"Hendorf is a Wissenlander town now known for its Myrmidian worship, it's located not far from the Grey Mountains.",https://static.wikia.nocookie.net/warhammerfb/images/0/07/Monastery_of_the_Dark_Maiden.png/revision/latest?cb=20210202212709
Holswang,531,,,,,,Wissenland,,,,,,,,,
Kalven,503,,,,,,Wissenland,,,,,,,,,
Karlden,502,,,,,,Wissenland,,,,,,,,,
Kirchsdeck,507,,,,,,Wissenland,,,,,,,,,
Königsdorf,1478,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Kotzenheim,451,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Kotzenheim,Kotzenheim,"Kotzenheim was an empire village in Wissenland, with a population of 61 people. 2 Other sources place it in Averland.",
Krauthof,219,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Kreutzhofen,2049,,,"""source:2eSH; source:4eAotE1""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Kreutzhofen,Kreutzhofen,"Far off in Sudenland’s west, deep in the foothills where the Vaults and the Grey Mountains meet, the village of Kreutzhofen serves as an important way station for trade with Bretonnia and Tilea, due to two key geographical features.",https://static.wikia.nocookie.net/warhammerfb/images/d/d9/River_of_Echoes_v2.png/revision/latest?cb=20210430091213
Kroppenleben,995,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Kroppenleben,Kroppenleben,"Situated far up the River Hornberg in the foothills of the Black Mountains, Kroppenleben is both a centre for the fur trade and the nearest sizeable market to the Dwarf realm of Karak Hirn. Ruled by the hypochondriac Baron Johann von Kalb, the village has a large population of Dwarfs for its size. The Dwarfs here act as guides or scouts for parties entering the mountains, and as brokers for traders coming to buy pelts brought in by trappers.",https://static.wikia.nocookie.net/warhammerfb/images/1/12/Placeholder_location.png/revision/latest?cb=20100820030501
Lasperg,1479,,,"""source:4eAotE1""",,,Wissenland,,,,,,,,,
Legerthal,524,,,,,,Wissenland,,,,,,,,,
Lormstadt,472,,,,,,Wissenland,,,,,,,,,
Maselhof,517,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Mattersheim,173,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Mecklenmarkt,1486,,,,,,Wissenland,,,,,,,,,
Mecklenburg,2320,,,"""source:4eAotE1""",,,Wissenland,,,,,,,,,
Meissen,9662,,,"""source:2eSH; source:4eAotE1""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Meissen,Meissen,"Meissen, the biggest port on the middle River Söll and the terminus of the trade road from the Dwarf hold of Karak Norn, is a bustling, prosperous Imperial town in Wissenland. Meissen is famed for its works in silver, and its goblets, tableware, and jewellery are in high demand over much of the Old World.",https://static.wikia.nocookie.net/warhammerfb/images/0/0d/Meissen_Map.png/revision/latest?cb=20180507175341
Mindenhof,967,,,,,,Wissenland,,,,,,,,,
Nelmahr,955,,,,,,Wissenland,,,,,,,,,
Norbingen,924,,,,,,Wissenland,,,,,,,,,
Nuln,157952,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Nuln,Nuln,"Nuln, called the "" Bastion of the South "" and the "" Jewel of the Empire "", is the capital city of the Electoral Province of Wissenland, the second largest city of the Empire of Man and the largest manufacturer and exporter of Imperial blackpowder munitions and warmachines, earning itself the title of the "" Armoury of the Empire "". Sitting at the heart of the Old World 's southern trade routes, it stands as an imposing bastion, its fortified walls bristling with enough heavy blackpowder artillery emplacements to arm a fleet of war galleons.",https://static.wikia.nocookie.net/warhammerfb/images/c/c8/Nuln.jpg/revision/latest?cb=20150605095953
Oberlachen,546,,,,,,Wissenland,,,,,,,,,
Orbdorf,527,,,,,,Wissenland,,,,,,,,,
Öschel,1026,,,"""source:4eAotE1""",,,Wissenland,,,,,,,,,
Owingen,484,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Pfeildorf,15980,,,"""source:2eSH; source:4eAotE1""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Pfeildorf,Pfeildorf,Pfeildorf is an Imperial town and the former capital of the Grand Barony of Solland when it was still an Electoral Province before it was integrated into Wissenland following the Turmoil of 2512 IC. It is the centre of the Sudenland wool trade.,https://static.wikia.nocookie.net/warhammerfb/images/f/ff/Pfeildorf.png/revision/latest?cb=20170519124702
Precksach,495,,,,,,Wissenland,,,,,,,,,
Rittenburg,501,,,,,,Wissenland,,,,,,,,,
Rohrhausen,488,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Rötenbach,371,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Sauferbeck,512,,,,,,Wissenland,,,,,,,,,
Scharmbeck,1026,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Segeldorf,664,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Siersbach,954,,,,,,Wissenland,,,,,,,,,
Sonnefurt,1002,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Steingart,4531,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Steingart,Steingart,"Once the second city of Solland, Steingart is today a quiet agricultural market and a centre for the wool trade in eastern Wissenland. Ruled by Baron Frederich Hebart, Steingart would be on few maps were it not for the presence of extensive ruins to the southwest. These consist of a vast circle of standing stones, with a smaller ring of megaliths inside it.",https://static.wikia.nocookie.net/warhammerfb/images/2/27/Steingart_Map.png/revision/latest?cb=20180902000111
Sulzen,471,,,,,,Wissenland,,,,,,,,,
Theinholt,457,,,,,,Wissenland,,,,,,,,,
Thurschelle,451,,,,,,Wissenland,,,,,,,,,
Tierhügel,1772,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Todthal,1068,,,,,,Wissenland,,,,,,,,,
Uestein,459,,,,,,Wissenland,,,,,,,,,
Wahnfurt,230,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Weilerberg,1957,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Weningen,464,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Winkelhausen,487,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Wissenburg,37008,,,"""source:2eSH""",,,Wissenland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wissenburg,Wissenburg,"Wissenburg is a city and the capital of the Grand County of Wissenland in the Empire. Countess Emmanuelle seldom visits the city as she has only contempt for what she terms po-faced burghers and is actively seeking to seperate her beloved Nuln from Wissenland, keeping her own Electorial status and granting the Topenheimer family of Pfeildorf a new one for Wissenland.",https://static.wikia.nocookie.net/warhammerfb/images/b/b8/Wissenland_v2.jpg/revision/latest?cb=20130516020149
Wistenfurt,514,,,,,,Wissenland,,,,,,,,,
Wurstheim,944,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Wusterburg,3710,,,"""source:2eSH; source:4eAotE1""",,,Wissenland,,,,,,,,,
Wüstheim,457,,,,,,Wissenland,,,,,,,,,
Zecher,281,,,"""source:2eSH""",,,Wissenland,,,,,,,,,
Zweikalten,1089,,,,,,Wissenland,,,,,,,,,
